"transaction_id","merchant_id","customer_id","payment_method","bank","failure_code","failure_stage","amount","timestamp","retry_count","is_recurring","recovery_probability","recovery_status"
"23","MERCH016","CUST0197","UPI","AXIS","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","3106","2026-08-15 12:31:43","0","False","0.45","recovered"
"24","MERCH036","CUST0101","UPI","SBI","CARD_BLOCKED","CARD_AUTHORIZATION","3972","2026-08-10 01:45:59","0","False","0.05","not_recovered"
"25","MERCH004","CUST0169","CARD","SBI","CARD_BLOCKED","CARD_AUTHORIZATION","4445","2026-08-24 02:07:23","0","False","0.05","not_recovered"
"26","MERCH036","CUST0678","CARD","HDFC","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","3666","2026-08-04 20:08:16","1","False","0.4","not_recovered"
"27","MERCH004","CUST0052","CARD","HDFC","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","8420","2026-08-05 21:20:11","2","True","0.38","recovered"
"28","MERCH016","CUST0414","UPI","HDFC","PROCESSING_ERROR","PAYMENT_PROCESSING","751","2026-08-05 23:31:03","0","False","0.55","recovered"
"29","MERCH017","CUST0210","CARD","HDFC","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","2244","2026-08-16 13:31:18","0","False","0.45","not_recovered"
"30","MERCH001","CUST0470","UPI","SBI","PROCESSING_ERROR","PAYMENT_PROCESSING","8388","2026-08-14 20:58:51","0","False","0.55","recovered"
"31","MERCH016","CUST0379","CARD","HDFC","PROCESSING_ERROR","PAYMENT_PROCESSING","9000","2026-08-16 16:27:28","1","False","0.5","not_recovered"
"32","MERCH001","CUST0684","CARD","SBI","CARD_BLOCKED","CARD_AUTHORIZATION","2300","2026-08-14 20:07:30","0","True","0.08","not_recovered"
"33","MERCH018","CUST0289","UPI","ICICI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","4425","2026-08-26 12:50:39","0","False","0.45","not_recovered"
"34","MERCH006","CUST0650","CARD","ICICI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","5564","2026-08-08 08:24:57","1","False","0.4","not_recovered"
"35","MERCH036","CUST0723","CARD","SBI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","2542","2026-08-28 11:39:31","0","False","0.45","not_recovered"
"36","MERCH028","CUST0131","UPI","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","753","2026-08-19 08:52:40","0","False","0.55","recovered"
"37","MERCH050","CUST0574","CARD","HDFC","CARD_BLOCKED","CARD_AUTHORIZATION","3978","2026-08-09 21:19:41","3","False","0.0","not_recovered"
"38","MERCH002","CUST0184","CARD","AXIS","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","4165","2026-08-14 22:51:04","0","False","0.4","recovered"
"39","MERCH003","CUST0880","CARD","HDFC","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","7641","2026-08-18 23:22:53","0","False","0.45","recovered"
"40","MERCH002","CUST0676","UPI","AXIS","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","1237","2026-08-15 13:12:15","0","False","0.45","not_recovered"
"41","MERCH035","CUST0340","UPI","SBI","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","4379","2026-08-10 16:02:47","1","False","0.35","recovered"
"42","MERCH039","CUST0445","CARD","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","8479","2026-08-07 14:44:13","0","False","0.55","recovered"
"43","MERCH046","CUST0447","UPI","HDFC","PROCESSING_ERROR","PAYMENT_PROCESSING","1246","2026-08-18 00:42:39","1","False","0.5","recovered"
"44","MERCH020","CUST0520","CARD","AXIS","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","4944","2026-08-28 21:56:14","0","False","0.45","not_recovered"
"45","MERCH044","CUST0767","UPI","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","106","2026-08-16 18:02:23","0","False","0.55","not_recovered"
"46","MERCH042","CUST0330","CARD","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","3601","2026-08-26 19:33:39","0","False","0.55","not_recovered"
"47","MERCH011","CUST0675","UPI","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","5591","2026-08-06 12:48:14","2","False","0.45","not_recovered"
"48","MERCH015","CUST0826","UPI","HDFC","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","4111","2026-08-25 01:34:26","1","False","0.4","not_recovered"
"49","MERCH041","CUST0590","UPI","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","4097","2026-08-09 03:55:59","1","True","0.53","not_recovered"
"50","MERCH050","CUST0907","UPI","AXIS","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","8586","2026-08-24 13:14:23","0","False","0.45","not_recovered"
"51","MERCH030","CUST0137","CARD","ICICI","CARD_BLOCKED","CARD_AUTHORIZATION","7351","2026-08-31 17:47:30","2","False","0.0","unknown"
"52","MERCH028","CUST0851","CARD","HDFC","BANK_TIMEOUT","BANK_RESPONSE","7877","2026-08-23 20:22:09","0","False","0.5","not_recovered"
"53","MERCH050","CUST0797","CARD","HDFC","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","1369","2026-08-15 20:53:50","0","False","0.45","not_recovered"
"54","MERCH006","CUST0142","UPI","HDFC","PROCESSING_ERROR","PAYMENT_PROCESSING","2603","2026-08-12 09:16:23","0","False","0.55","recovered"
"55","MERCH027","CUST0064","UPI","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","9669","2026-08-02 22:45:22","2","False","0.45","recovered"
"56","MERCH001","CUST0966","CARD","ICICI","BANK_TIMEOUT","BANK_RESPONSE","6965","2026-08-28 03:04:20","1","False","0.45","not_recovered"
"57","MERCH015","CUST0500","UPI","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","575","2026-08-20 21:03:05","0","False","0.55","recovered"
"58","MERCH011","CUST0861","CARD","HDFC","CARD_BLOCKED","CARD_AUTHORIZATION","8851","2026-08-03 07:25:05","2","False","0.0","not_recovered"
"59","MERCH006","CUST0659","CARD","HDFC","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","3077","2026-08-04 10:35:09","0","False","0.4","not_recovered"
"60","MERCH022","CUST0780","CARD","ICICI","BANK_TIMEOUT","BANK_RESPONSE","7006","2026-08-14 05:55:03","2","False","0.4","not_recovered"
"61","MERCH004","CUST0975","CARD","HDFC","BANK_TIMEOUT","BANK_RESPONSE","759","2026-08-03 12:09:09","3","True","0.38","recovered"
"62","MERCH010","CUST0245","UPI","AXIS","BANK_TIMEOUT","BANK_RESPONSE","9340","2026-08-12 13:56:49","0","False","0.5","recovered"
"63","MERCH039","CUST0622","UPI","HDFC","CARD_BLOCKED","CARD_AUTHORIZATION","1871","2026-08-30 02:12:59","0","False","0.05","unknown"
"64","MERCH044","CUST0930","CARD","AXIS","CARD_BLOCKED","CARD_AUTHORIZATION","3349","2026-08-05 16:32:32","1","False","0.0","not_recovered"
"65","MERCH045","CUST0792","CARD","SBI","BANK_TIMEOUT","BANK_RESPONSE","9372","2026-08-03 23:50:56","0","False","0.5","recovered"
"66","MERCH033","CUST0664","CARD","SBI","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","8131","2026-08-07 02:57:42","0","False","0.4","not_recovered"
"67","MERCH030","CUST0725","UPI","AXIS","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","8648","2026-08-15 02:40:07","1","False","0.4","not_recovered"
"68","MERCH030","CUST0447","CARD","ICICI","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","1519","2026-08-15 12:58:29","2","False","0.3","not_recovered"
"69","MERCH040","CUST0685","CARD","ICICI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","5425","2026-08-10 19:51:31","0","False","0.45","recovered"
"70","MERCH018","CUST0902","CARD","SBI","PROCESSING_ERROR","PAYMENT_PROCESSING","3230","2026-08-06 03:44:46","0","False","0.55","not_recovered"
"71","MERCH016","CUST0708","CARD","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","382","2026-08-06 12:24:54","0","False","0.55","recovered"
"72","MERCH043","CUST0596","CARD","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","5732","2026-08-22 15:44:52","3","False","0.4","recovered"
"73","MERCH030","CUST0278","CARD","ICICI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","3255","2026-08-17 07:38:24","0","False","0.45","not_recovered"
"74","MERCH012","CUST0197","UPI","AXIS","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","9759","2026-08-27 11:14:46","1","False","0.4","not_recovered"
"75","MERCH019","CUST0233","CARD","HDFC","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","8851","2026-08-08 03:28:47","0","False","0.45","not_recovered"
"76","MERCH045","CUST0967","UPI","AXIS","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","300","2026-08-29 20:49:59","0","False","0.45","recovered"
"77","MERCH004","CUST0259","CARD","SBI","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","6665","2026-08-25 20:55:34","0","False","0.4","recovered"
"78","MERCH010","CUST0831","CARD","SBI","CARD_BLOCKED","CARD_AUTHORIZATION","2040","2026-08-29 02:12:07","1","False","0.0","not_recovered"
"79","MERCH015","CUST0795","CARD","AXIS","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","4971","2026-08-30 13:40:53","3","False","0.25","unknown"
"80","MERCH040","CUST0062","UPI","HDFC","BANK_TIMEOUT","BANK_RESPONSE","4435","2026-08-05 22:35:24","0","True","0.53","recovered"
"81","MERCH001","CUST0419","CARD","AXIS","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","3892","2026-08-15 23:39:59","1","False","0.4","not_recovered"
"82","MERCH044","CUST0240","CARD","HDFC","PROCESSING_ERROR","PAYMENT_PROCESSING","9022","2026-08-12 21:55:19","1","False","0.5","not_recovered"
"83","MERCH005","CUST0062","UPI","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","9425","2026-08-16 00:15:20","0","False","0.55","recovered"
"84","MERCH026","CUST0966","CARD","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","9898","2026-08-03 22:26:28","2","False","0.45","not_recovered"
"85","MERCH002","CUST0094","UPI","SBI","CARD_BLOCKED","CARD_AUTHORIZATION","4515","2026-08-29 23:22:35","0","False","0.05","not_recovered"
"86","MERCH042","CUST0453","CARD","HDFC","CARD_BLOCKED","CARD_AUTHORIZATION","7241","2026-08-25 20:54:07","3","False","0.0","not_recovered"
"87","MERCH021","CUST0687","UPI","HDFC","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","8217","2026-08-15 23:47:53","1","False","0.4","not_recovered"
"88","MERCH003","CUST0466","UPI","ICICI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","1999","2026-08-21 14:53:53","2","False","0.35","recovered"
"89","MERCH035","CUST0474","CARD","SBI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","6027","2026-08-26 04:47:11","1","False","0.4","recovered"
"90","MERCH036","CUST0135","CARD","AXIS","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","8041","2026-08-07 21:28:17","0","False","0.4","not_recovered"
"91","MERCH046","CUST0163","CARD","SBI","PROCESSING_ERROR","PAYMENT_PROCESSING","1627","2026-08-12 21:47:42","3","False","0.4","not_recovered"
"92","MERCH008","CUST0664","UPI","AXIS","CARD_BLOCKED","CARD_AUTHORIZATION","4881","2026-08-26 16:52:43","1","False","0.0","not_recovered"
"93","MERCH031","CUST0250","CARD","HDFC","PROCESSING_ERROR","PAYMENT_PROCESSING","9920","2026-08-26 16:08:36","1","True","0.53","recovered"
"94","MERCH050","CUST0809","CARD","ICICI","CARD_BLOCKED","CARD_AUTHORIZATION","8418","2026-08-14 23:16:43","2","False","0.0","not_recovered"
"95","MERCH038","CUST0594","CARD","HDFC","PROCESSING_ERROR","PAYMENT_PROCESSING","8035","2026-08-18 18:05:54","0","False","0.55","recovered"
"96","MERCH021","CUST0891","UPI","HDFC","PROCESSING_ERROR","PAYMENT_PROCESSING","3926","2026-08-21 22:35:15","0","False","0.55","not_recovered"
"97","MERCH025","CUST0396","UPI","AXIS","CARD_BLOCKED","CARD_AUTHORIZATION","2168","2026-08-26 09:12:41","3","False","0.0","not_recovered"
"98","MERCH029","CUST0103","CARD","SBI","BANK_TIMEOUT","BANK_RESPONSE","6817","2026-08-09 11:50:37","0","False","0.5","recovered"
"99","MERCH040","CUST0710","CARD","SBI","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","8842","2026-08-20 10:44:34","3","False","0.25","not_recovered"
"100","MERCH032","CUST0894","UPI","SBI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","4808","2026-08-13 01:02:26","1","False","0.4","recovered"
"101","MERCH041","CUST0721","UPI","AXIS","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","5006","2026-08-03 09:43:33","0","False","0.45","recovered"
"102","MERCH024","CUST0442","UPI","HDFC","PROCESSING_ERROR","PAYMENT_PROCESSING","9372","2026-08-10 17:46:53","0","True","0.58","not_recovered"
"103","MERCH040","CUST0700","UPI","AXIS","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","2444","2026-08-13 06:31:08","0","False","0.4","recovered"
"104","MERCH001","CUST0921","CARD","ICICI","BANK_TIMEOUT","BANK_RESPONSE","2688","2026-08-05 14:03:19","0","False","0.5","not_recovered"
"105","MERCH041","CUST0986","CARD","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","5049","2026-08-11 16:06:16","3","False","0.4","recovered"
"106","MERCH025","CUST0586","CARD","ICICI","CARD_BLOCKED","CARD_AUTHORIZATION","4937","2026-08-03 01:33:41","3","False","0.0","not_recovered"
"107","MERCH037","CUST0886","UPI","AXIS","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","4789","2026-08-13 04:06:26","1","False","0.35","not_recovered"
"108","MERCH040","CUST0257","UPI","SBI","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","745","2026-08-16 23:55:58","1","True","0.38","recovered"
"109","MERCH009","CUST0093","CARD","ICICI","BANK_TIMEOUT","BANK_RESPONSE","2977","2026-08-11 17:56:34","0","False","0.5","not_recovered"
"110","MERCH034","CUST0514","CARD","HDFC","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","7994","2026-08-16 07:51:52","1","False","0.4","recovered"
"111","MERCH005","CUST0145","UPI","AXIS","CARD_BLOCKED","CARD_AUTHORIZATION","9231","2026-08-19 18:09:31","0","False","0.05","not_recovered"
"112","MERCH008","CUST0466","CARD","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","6186","2026-08-07 06:13:56","1","False","0.5","not_recovered"
"113","MERCH036","CUST0336","UPI","SBI","BANK_TIMEOUT","BANK_RESPONSE","7706","2026-08-16 16:04:37","1","True","0.48","recovered"
"114","MERCH003","CUST0312","CARD","SBI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","8907","2026-08-08 14:03:36","0","False","0.45","not_recovered"
"115","MERCH045","CUST0969","CARD","HDFC","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","1722","2026-08-25 18:07:50","1","False","0.35","recovered"
"116","MERCH045","CUST0380","UPI","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","3968","2026-08-19 14:33:35","0","False","0.55","recovered"
"117","MERCH042","CUST0368","UPI","AXIS","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","2101","2026-08-24 01:47:02","0","False","0.45","not_recovered"
"118","MERCH002","CUST0052","CARD","HDFC","CARD_BLOCKED","CARD_AUTHORIZATION","9350","2026-08-11 23:04:54","0","False","0.05","not_recovered"
"119","MERCH014","CUST0833","UPI","ICICI","BANK_TIMEOUT","BANK_RESPONSE","9864","2026-08-02 03:18:13","0","False","0.5","not_recovered"
"120","MERCH035","CUST0257","UPI","SBI","BANK_TIMEOUT","BANK_RESPONSE","522","2026-08-08 09:33:42","0","False","0.5","recovered"
"121","MERCH021","CUST0017","UPI","ICICI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","6997","2026-08-27 12:56:02","0","True","0.48","recovered"
"122","MERCH024","CUST0526","UPI","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","810","2026-08-27 07:32:04","0","False","0.55","recovered"
"123","MERCH031","CUST0868","CARD","AXIS","BANK_TIMEOUT","BANK_RESPONSE","8132","2026-08-23 12:47:15","0","True","0.53","not_recovered"
"124","MERCH005","CUST0130","CARD","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","9887","2026-08-27 18:08:36","0","False","0.55","recovered"
"125","MERCH045","CUST0118","UPI","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","3843","2026-08-22 02:07:39","0","False","0.55","recovered"
"126","MERCH007","CUST0321","CARD","ICICI","BANK_TIMEOUT","BANK_RESPONSE","6232","2026-08-09 09:50:14","1","False","0.45","recovered"
"127","MERCH006","CUST0096","CARD","SBI","BANK_TIMEOUT","BANK_RESPONSE","6205","2026-08-08 07:35:43","1","False","0.45","not_recovered"
"128","MERCH022","CUST0687","UPI","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","7029","2026-08-04 11:56:20","3","False","0.4","recovered"
"129","MERCH037","CUST0520","UPI","HDFC","BANK_TIMEOUT","BANK_RESPONSE","3774","2026-08-07 06:05:00","0","False","0.5","recovered"
"130","MERCH018","CUST0588","UPI","AXIS","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","9221","2026-08-03 06:35:16","1","False","0.35","not_recovered"
"131","MERCH002","CUST0185","CARD","ICICI","CARD_BLOCKED","CARD_AUTHORIZATION","5851","2026-08-02 07:06:49","0","True","0.08","not_recovered"
"132","MERCH005","CUST0146","UPI","SBI","BANK_TIMEOUT","BANK_RESPONSE","3624","2026-08-20 06:17:53","0","False","0.5","recovered"
"133","MERCH047","CUST0333","UPI","SBI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","915","2026-08-05 23:02:57","0","False","0.45","not_recovered"
"134","MERCH029","CUST0425","CARD","HDFC","BANK_TIMEOUT","BANK_RESPONSE","1964","2026-08-18 18:09:19","0","False","0.5","not_recovered"
"135","MERCH032","CUST0540","CARD","SBI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","9919","2026-08-04 15:49:32","0","False","0.45","recovered"
"136","MERCH009","CUST0783","CARD","ICICI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","226","2026-08-26 03:29:45","1","True","0.43","recovered"
"137","MERCH046","CUST0236","CARD","SBI","PROCESSING_ERROR","PAYMENT_PROCESSING","793","2026-08-23 04:13:57","0","False","0.55","not_recovered"
"138","MERCH037","CUST0440","CARD","AXIS","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","6736","2026-08-03 00:17:58","3","True","0.33","not_recovered"
"139","MERCH030","CUST0852","CARD","SBI","PROCESSING_ERROR","PAYMENT_PROCESSING","1834","2026-08-13 19:29:03","0","False","0.55","recovered"
"140","MERCH020","CUST0764","CARD","HDFC","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","2854","2026-08-05 16:59:18","0","True","0.48","not_recovered"
"141","MERCH050","CUST0358","CARD","HDFC","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","2499","2026-08-14 10:13:28","0","False","0.45","not_recovered"
"142","MERCH042","CUST0078","UPI","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","9336","2026-08-30 03:07:45","0","False","0.55","unknown"
"143","MERCH037","CUST0659","CARD","ICICI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","1218","2026-08-24 18:19:57","0","False","0.45","recovered"
"144","MERCH004","CUST0361","UPI","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","716","2026-08-04 18:16:54","0","False","0.55","not_recovered"
"145","MERCH006","CUST0630","CARD","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","772","2026-08-23 19:58:39","2","False","0.45","recovered"
"146","MERCH039","CUST0488","UPI","SBI","PROCESSING_ERROR","PAYMENT_PROCESSING","5726","2026-08-06 02:15:02","0","True","0.58","recovered"
"147","MERCH029","CUST0450","UPI","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","4734","2026-08-20 19:22:22","0","False","0.55","not_recovered"
"148","MERCH041","CUST0663","CARD","SBI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","9241","2026-08-20 18:22:47","0","False","0.45","not_recovered"
"149","MERCH039","CUST0895","UPI","ICICI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","2417","2026-08-18 23:34:14","0","False","0.45","not_recovered"
"150","MERCH009","CUST0610","UPI","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","5481","2026-08-08 04:53:25","1","False","0.5","not_recovered"
"151","MERCH044","CUST0935","UPI","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","398","2026-08-19 14:27:24","0","False","0.55","recovered"
"152","MERCH050","CUST0498","UPI","HDFC","CARD_BLOCKED","CARD_AUTHORIZATION","2638","2026-08-05 17:54:13","0","False","0.05","not_recovered"
"153","MERCH035","CUST0856","UPI","ICICI","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","2247","2026-08-30 23:50:33","0","True","0.43","unknown"
"154","MERCH045","CUST0790","UPI","AXIS","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","6068","2026-08-13 12:44:33","3","False","0.3","not_recovered"
"155","MERCH029","CUST0240","UPI","ICICI","CARD_BLOCKED","CARD_AUTHORIZATION","7784","2026-08-11 10:02:42","0","False","0.05","not_recovered"
"156","MERCH030","CUST0788","CARD","AXIS","PROCESSING_ERROR","PAYMENT_PROCESSING","6959","2026-08-09 20:48:41","2","False","0.45","recovered"
"157","MERCH017","CUST0054","CARD","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","1780","2026-08-27 01:04:40","2","False","0.45","not_recovered"
"158","MERCH018","CUST0461","UPI","AXIS","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","3737","2026-08-23 21:36:07","2","False","0.35","not_recovered"
"159","MERCH026","CUST0515","CARD","HDFC","PROCESSING_ERROR","PAYMENT_PROCESSING","1437","2026-08-20 04:48:17","0","False","0.55","recovered"
"160","MERCH046","CUST0666","CARD","HDFC","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","4800","2026-08-24 22:26:59","1","True","0.43","not_recovered"
"161","MERCH029","CUST0631","UPI","SBI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","3633","2026-08-09 06:12:10","0","False","0.45","not_recovered"
"162","MERCH008","CUST0795","CARD","HDFC","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","882","2026-08-13 13:48:07","0","False","0.45","not_recovered"
"163","MERCH008","CUST0857","CARD","SBI","BANK_TIMEOUT","BANK_RESPONSE","9521","2026-08-13 17:52:42","1","False","0.45","recovered"
"164","MERCH023","CUST0247","CARD","HDFC","BANK_TIMEOUT","BANK_RESPONSE","1502","2026-08-27 09:54:13","3","True","0.38","not_recovered"
"165","MERCH033","CUST0806","UPI","AXIS","CUSTOMER_ACTION_REQUIRED","CUSTOMER_AUTHENTICATION","813","2026-08-20 18:44:57","3","False","0.25","recovered"
"166","MERCH005","CUST0354","UPI","SBI","BANK_TIMEOUT","BANK_RESPONSE","5547","2026-08-08 11:26:00","0","False","0.5","not_recovered"
"167","MERCH012","CUST0851","CARD","AXIS","BANK_TIMEOUT","BANK_RESPONSE","2309","2026-08-05 01:31:02","1","False","0.45","recovered"
"168","MERCH013","CUST0045","UPI","SBI","INSUFFICIENT_FUNDS","BANK_AUTHORIZATION","5180","2026-08-27 00:27:55","0","False","0.45","not_recovered"
"169","MERCH003","CUST0772","UPI","ICICI","PROCESSING_ERROR","PAYMENT_PROCESSING","883","2026-08-18 02:43:13","0","False","0.55","recovered"
